Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
175178.29,-0.78,-3.49,7.58,-3.275,-5.948,0.981,-5.114,2.877,-3.861,1.199,7.748,-6.051,3.129,-8.908,1.191,-5.02,2.85,-6.623,3.436,-4.877,-1.264,-5.234,0.55,-6.199,4.835,-2.762,4.671,69.98,1
106034.11,2.567,5.189,-3.321,-2.955,6.649,-1.04,3.525,-0.899,3.183,-4.695,2.169,-4.599,-0.837,1.573,-4.022,5.784,-7.406,2.21,-2.187,-0.996,5.282,-3.166,3.071,-6.427,-2.008,1.2,-5.775,23.4,1
93492.46,-3.286,-0.842,1.124,-5.768,3.585,2.775,-6.759,1.907,-1.977,-0.113,2.928,-5.318,7.09,-2.34,5.056,-2.848,1.703,-4.522,-2.97,-1.747,1.651,-3.603,1.826,5.393,-1.112,2.076,3.482,9.84,1
103964.56,4.392,-5.029,7.389,-2.656,-3.784,2.236,2.062,-6.676,2.829,-2.616,-8.179,4.841,-1.128,2.081,-3.938,5.85,-6.365,1.49,-0.454,3.919,-1.762,2.859,-3.244,1.588,1.949,-5.878,-1.367,18.99,1
46754.21,-9.299,5.672,2.789,-0.896,-6.826,3.779,-1.307,3.53,-5.874,1.499,-3.615,6.784,-4.161,-6.731,5.429,-1.321,-7.574,5.707,-4.289,-2.361,2.47,-6.219,4.683,-2.925,-4.84,-1.159,-2.107,43.53,1
85151.32,1.31,7.216,-4.062,1.621,-7.356,1.04,-4.795,-0.848,4.383,-1.047,-2.458,5.469,0.546,3.12,-5.722,7.933,-3.975,2.175,0.161,-0.989,1.512,-2.842,2.87,-6.836,-2.676,-1.364,-6.1,100.8,1
113688.73,-0.139,-0.846,-5.157,2.819,6.741,-2.256,3.343,-1.243,0.711,6.658,-4.206,-0.994,4.847,-0.318,1.129,-6.944,9.434,-4.169,0.515,3.947,0.412,-3.659,-2.975,5.225,-5.231,2.267,-1.558,28.17,1
88639.77,8.22,-2.042,-2.621,2.918,4.514,-3.313,6.548,-8.541,2.717,-5.337,0.403,4.628,-1.204,0.655,-1.498,8.404,-7.605,3.421,-0.583,-5.893,-3.382,0.492,-0.641,1.872,1.323,1.602,-6.971,46.26,1
66960.63,-2.568,6.79,-2.101,6.723,-0.899,-5.54,-3.564,3.218,-2.48,4.874,-6.528,3.82,5.157,-1.847,-5.831,0.832,2.854,-7.12,2.164,-4.98,7.526,-1.955,-3.791,3.759,-4.924,-2.808,2.466,12.82,1
139105.18,6.764,-6.269,3.456,-7.815,2.143,2.007,-8.614,2.006,-4.177,-1.148,4.195,-6.695,7.957,-6.05,8.619,-4.514,4.754,-6.423,-3.398,-5.415,2.751,-8.844,4.198,5.497,-3.713,3.425,4.096,70.58,1
25886.0,8.95,-5.854,9.401,-7.895,1.063,-8.02,4.316,-4.456,-3.339,-4.347,-3.4,2.023,6.547,-7.342,5.739,-7.07,5.66,-7.574,4.59,-6.993,-4.625,3.743,-7.896,4.514,-6.199,-3.09,-5.316,10.12,1
132353.83,-2.454,-7.467,5.733,6.653,-6.988,-0.382,5.328,-2.819,0.831,-5.165,9.185,-5.503,-1.981,1.065,-6.995,4.498,-8.145,-1.261,1.827,3.094,-4.001,-5.109,2.344,2.669,6.19,-2.284,6.276,15.67,1
112227.56,0.8,9.157,-5.554,2.621,-9.156,1.74,-4.395,-1.149,5.683,-2.647,-2.871,6.669,1.346,4.12,-7.222,8.933,-3.875,2.675,0.861,-1.489,2.512,-3.342,4.37,-8.736,-1.476,-2.164,-7.1,22.75,1
30095.61,-5.083,1.713,5.54,-0.055,1.139,5.753,-0.982,0.963,-7.825,2.6,-2.958,5.897,-5.969,-6.779,3.304,-0.837,-7.276,6.927,-6.358,2.867,-2.735,-3.728,-0.543,-4.873,-1.641,-2.585,4.965,106.99,1
101526.19,1.552,-4.732,1.375,-6.487,3.137,2.977,-8.114,2.304,-2.587,-0.583,3.628,-5.125,6.78,-2.211,5.706,-3.448,2.503,-5.222,-3.17,-2.447,1.351,-4.403,1.526,6.793,-1.312,2.776,4.182,169.8,1
141380.35,1.089,8.715,-3.412,-1.921,-8.306,0.24,-3.995,-0.19,4.183,-1.447,-1.171,5.269,0.246,2.62,-6.022,7.433,-4.275,1.975,0.361,-0.189,1.212,-2.642,2.07,-7.636,-2.876,-1.664,-6.3,2.41,1
171374.24,-3.575,-6.819,9.34,-2.977,-3.884,1.036,-0.139,-7.876,1.529,-6.716,-9.979,5.141,-0.228,2.181,-4.138,4.65,-6.165,1.69,-0.254,3.719,-2.262,3.059,-3.044,1.288,2.349,-6.278,-1.167,14.49,1
89555.3,3.219,-2.577,1.979,-5.387,2.137,1.077,-7.014,1.407,-1.677,-0.313,2.128,-4.418,6.38,-1.511,4.356,-2.248,1.403,-4.722,-2.47,-1.447,1.851,-3.803,1.626,5.793,-0.912,1.876,2.882,12.1,1
148916.76,-7.206,3.076,4.597,-0.296,2.139,5.553,-2.082,0.763,-7.525,0.7,-3.458,5.097,-6.069,-7.279,4.304,-2.67,-8.176,6.227,-5.058,1.367,-1.235,-3.728,0.957,-5.373,-0.641,-1.585,3.465,29.9,1
131145.25,6.079,6.28,-5.157,1.214,-6.548,-0.469,5.701,-0.352,6.979,-3.504,-5.816,-2.566,2.817,5.728,-7.978,6.172,-6.255,0.381,-5.156,2.119,3.378,-2.38,-4.02,7.203,-2.787,-0.829,-5.734,7.0,1
166852.92,-0.28,9.825,-3.958,-1.721,-9.606,2.94,-5.095,-1.349,6.283,-2.147,-3.071,6.869,1.146,4.32,-7.422,9.233,-4.275,3.475,1.061,-1.689,2.712,-3.542,4.17,-9.036,-1.676,-2.364,-7.3,4.09,1
107221.94,-3.037,-8.287,4.433,6.353,-7.288,-1.382,5.028,-2.019,0.531,-5.465,8.385,-3.803,-2.281,0.665,-7.695,5.298,-8.145,-0.561,2.627,2.794,-3.301,-5.409,2.044,3.369,7.19,-2.584,5.876,2.96,1
98054.26,2.115,4.35,-2.247,-3.455,5.349,-0.24,4.225,-0.299,2.183,-3.096,1.769,-3.799,-0.637,0.973,-3.322,4.584,-7.206,1.61,-1.687,-0.296,4.882,-2.392,2.298,-5.627,-2.902,0.616,-4.675,1.95,1
62979.02,-2.155,-3.043,6.806,-5.586,-2.054,3.568,-4.458,2.544,2.182,-4.816,4.242,-5.317,3.264,-7.34,0.888,-3.787,4.703,-1.194,1.594,0.998,-5.074,-0.693,0.967,9.89,6.669,-4.408,0.148,1098.38,1
78143.84,2.19,-3.648,2.042,-6.042,3.565,3.023,-9.012,2.563,-3.237,-0.649,4.131,-6.214,7.416,-2.314,5.856,-4.001,2.629,-5.771,-3.719,-2.696,1.934,-4.898,1.744,7.136,-1.373,2.312,4.432,50.0,1
160435.12,-7.958,2.476,3.597,-1.254,2.689,5.253,-1.682,0.063,-8.025,0.0,-3.208,5.297,-4.969,-8.279,4.004,-1.871,-7.374,5.927,-4.689,-1.861,1.67,-6.019,4.483,-2.725,-4.64,-1.359,-1.907,23.97,1
124039.25,5.054,-5.419,7.189,-2.856,-4.584,1.636,2.661,-7.176,3.029,-2.816,-9.579,5.441,-0.828,1.881,-3.738,5.65,-6.165,1.29,-0.654,4.119,-1.662,3.159,-3.144,1.688,2.049,-5.678,-1.467,10.77,1
155990.41,5.328,-5.077,-5.339,10.864,-2.332,-2.688,4.71,-3.422,1.323,-1.399,-7.22,3.775,1.229,-3.097,8.002,-4.233,8.684,-4.288,-2.39,8.082,-6.383,3.031,-6.842,0.904,-4.074,6.007,1.869,17.4,1
112825.09,-3.005,6.667,-1.675,6.349,-1.959,-6.04,-3.064,3.518,-2.28,4.174,-6.128,3.32,5.957,-1.547,-5.631,0.432,2.654,-6.92,1.964,-4.78,7.326,-1.755,-3.591,3.559,-4.724,-2.608,2.266,1.0,1
147547.79,-0.003,-5.958,8.181,-0.977,-1.284,1.836,-5.238,3.459,-4.549,2.991,-0.598,8.917,-3.733,-4.194,2.207,-4.236,2.215,-7.986,1.347,2.784,-0.388,-4.458,-5.328,-0.591,-1.587,2.488,-3.775,5.0,1
10330.0,10.95,-1.479,-5.975,3.27,-1.836,2.517,-4.343,-1.128,2.55,4.99,2.533,-8.692,6.7,1.249,5.537,-0.466,2.361,4.166,-6.545,2.702,1.765,-5.94,7.184,-4.39,-1.648,5.301,-4.801,9.99,1
161182.0,1.226,-4.432,1.175,-6.687,3.337,2.777,-7.914,2.504,-2.787,0.017,3.828,-5.525,7.28,-1.811,5.906,-3.248,2.703,-5.422,-3.37,-2.247,1.451,-4.203,1.726,6.993,-1.212,2.976,4.382,37.75,1
172591.99,7.096,7.824,-4.419,-5.79,7.337,-1.647,5.004,-1.149,5.5,-5.307,3.127,-5.085,-1.621,0.471,-3.822,6.203,-8.164,2.562,-1.389,-0.795,5.882,-4.266,2.704,-7.342,-2.392,1.016,-6.172,13.0,1
125521.5,-1.299,-8.153,6.126,6.953,-7.088,-0.182,5.628,-2.619,1.031,-5.365,9.385,-4.303,-2.181,0.865,-7.495,5.498,-8.045,-0.361,2.827,3.194,-3.101,-5.509,2.244,3.569,7.39,-2.384,6.076,33.33,1
91618.43,2.815,-5.757,7.879,-1.556,-4.984,1.736,2.961,-7.466,3.229,-3.016,-9.379,5.541,-0.728,1.981,-4.138,6.05,-6.465,1.39,-0.854,4.219,-1.562,3.459,-3.044,1.788,2.249,-5.778,-1.567,59.0,1
37417.23,-5.531,6.491,-3.822,-0.895,-8.203,2.978,-1.106,2.53,-5.674,1.799,-2.915,6.584,-4.361,-7.231,5.229,-0.921,-7.874,5.507,-4.489,-2.161,2.67,-6.119,4.883,-2.625,-4.54,-1.259,-2.307,1.0,1
130000.7,4.663,5.119,-1.65,-5.347,6.143,-2.147,4.074,-0.498,3.58,-5.106,2.627,-5.885,-1.621,0.871,-3.322,6.203,-8.164,2.462,-1.089,-1.196,5.182,-3.48,2.304,-7.642,-1.992,0.916,-6.072,9.99,1
59300.5,-0.669,-4.789,1.775,-5.588,2.737,2.577,-7.514,2.204,-2.177,-0.213,3.128,-4.725,6.88,-2.041,5.456,-3.048,1.903,-4.822,-2.77,-2.047,1.251,-3.903,1.426,6.193,-1.412,2.376,3.782,199.99,1
125696.4,7.366,-7.879,5.697,6.653,-8.988,-2.989,5.928,-3.819,0.531,-5.965,9.585,-6.103,-3.381,0.365,-8.695,5.098,-8.745,-1.861,3.327,3.394,-4.001,-6.209,2.644,3.869,8.39,-2.884,6.776,1.0,1
39962.6,-0.255,5.598,-7.199,3.729,1.833,-4.765,3.894,-0.643,-1.659,2.309,-1.862,3.78,-7.436,2.309,1.592,-2.918,-3.729,1.325,-3.353,7.574,-1.692,-1.136,3.847,-1.651,3.67,-0.29,-3.37,17.99,1
103885.8,-6.433,-0.392,10.779,-6.485,-4.442,1.616,-3.694,-1.507,-1.009,1.02,6.314,-3.097,-5.607,9.454,0.358,-11.352,11.425,-1.04,-2.738,0.349,-1.61,0.947,3.709,-3.686,0.451,1.762,3.601,99.99,1
